Looking for Last Teammate Update: LB:3.650 (~12),GideonTeo,contributor,24,22,Xiaoyi Zhang,contributor,2,2,
13th place solution,Canming Wang,contributor,13,12,Laevatein,master,55,55,
Don't you have a life?,Arigion,expert,17,14,Gabriel Preda,master,736,690,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,YaGana Sheriff-Hussaini,expert,1535,1485,
"Explained variance ratio" ?,Leigh,expert,37,34,Scirpus,grandmaster,1313,1188,
Looking for Last Teammate Update: LB:3.650 (~12),GideonTeo,contributor,24,22,DeepAnxiety,contributor,14,13,
13th place solution,Canming Wang,contributor,13,12,AlexYung,master,103,94,
Don't you have a life?,Arigion,expert,17,14,Siddharth Yadav,master,491,457,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,Paul Johnson,contributor,44,38,
Can you tell how do you normalize data set?,Shubhanshu,novice,1,0,Roshan,novice,1,1,
Well balanced train and test data,Gabriel Preda,master,736,690,Mayank Gandhi,novice,1,1,
How to decide Output from train data,Divya ,novice,2,1,Vineeth C M,novice,6,5,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,CPMP,grandmaster,4678,4447,
Filling in the Budget/Revenue gaps.,DanJudge,novice,14,13,jiegeng,contributor,57,51,
Different distribution labels on test set?,Joop,novice,19,18,HarshitMehta,expert,148,138,
Would you consider Kaggle ranking as a professional experience in the resume?,Masum Rumi,expert,138,135,Nanashi,expert,230,186,
the difference between amateurs and professionals models,Michae leo,novice,4,2,Bluefool,grandmaster,1437,1313,
"Explained variance ratio" ?,Leigh,expert,37,34,morenoh149,contributor,102,94,
Looking for Last Teammate Update: LB:3.650 (~12),GideonTeo,contributor,24,22,YaGana Sheriff-Hussaini,expert,1535,1485,
13th place solution,Canming Wang,contributor,13,12,funkyboy,expert,80,75,
Don't you have a life?,Arigion,expert,17,14,olivier,grandmaster,1373,1318,
15-th plcae solution: sphereface, image alignment and multi-layer fusion,xftts,expert,21,20,Giba,grandmaster,606,573,
Was local val score a good metric to follow?,Bilal ML,expert,111,60,luyaxin,master,36,36,
Looking for a team!,Nayib Vargas,novice,6,5,tpmeli,contributor,41,37,
How to decide Output from train data,Divya ,novice,2,1,Vineeth C M,novice,6,5,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Alexey Pronin,expert,118,116,
Filling in the Budget/Revenue gaps.,DanJudge,novice,14,13,Johan Wallgren,contributor,4,4,
Different distribution labels on test set?,Joop,novice,19,18,sin2pi ,contributor,4,4,
Would you consider Kaggle ranking as a professional experience in the resume?,Masum Rumi,expert,138,135,Dmitriy Guller,master,373,368,
the difference between amateurs and professionals models,Michae leo,novice,4,2,Duo Zeng,novice,1,1,
"Explained variance ratio" ?,Leigh,expert,37,34,olivier,grandmaster,1373,1318,
a useful dataset!,télémaque,contributor,6,4,télémaque,contributor,6,4,
13th place solution,Canming Wang,contributor,13,12,YaGana Sheriff-Hussaini,expert,1535,1485,
Don't you have a life?,Arigion,expert,17,14,Pritesh Shrivastava,contributor,109,107,
24th place solution,interneuron,master,349,343,Giba,grandmaster,606,573,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Myles O'Neill,staff,529,521,
A comprehensive list of papers and codes of image classification,baiyu,novice,4,3,Elio Gruttadauria,contributor,10,9,
Society security feature,Grzegorz Sionkowski,expert,394,383,Grzegorz Sionkowski,expert,394,383,
Synthetic Whale Tail Dataset,wise,novice,13,12,Heng CherKeng,grandmaster,1892,1650,
Difference between quadratic weighted kappa in training and test.,cmougan,contributor,4,3,mtodisco10,expert,128,122,
Was local val score a good metric to follow?,Bilal ML,expert,111,60,Simon S,contributor,1,1,
Looking for a team!,Nayib Vargas,novice,6,5,Sandeep,novice,3,3,
How to decide Output from train data,Divya ,novice,2,1,Divya ,novice,2,1,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,true_pk,master,65,59,
Different distribution labels on test set?,Joop,novice,19,18,Subrahmanyam V,expert,53,47,
Would you consider Kaggle ranking as a professional experience in the resume?,Masum Rumi,expert,138,135,jiegeng,contributor,57,51,
the difference between amateurs and professionals models,Michae leo,novice,4,2,Alex,contributor,5,5,
"Explained variance ratio" ?,Leigh,expert,37,34,Saurav Kumar,novice,2,2,
a useful dataset!,télémaque,contributor,6,4,Joost Hazelzet,novice,2,2,
13th place solution,Canming Wang,contributor,13,12,mtodisco10,expert,128,122,
Don't you have a life?,Arigion,expert,17,14,er9213,master,64,60,
24th place solution,interneuron,master,349,343,eagle4,expert,171,166,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Rob Mulla,expert,267,252,
RAM,Amit Srivastava,contributor,18,15,ManishC,novice,1,1,
Society security feature,Grzegorz Sionkowski,expert,394,383,CPMP,grandmaster,4678,4447,
Synthetic Whale Tail Dataset,wise,novice,13,12,Paul Johnson,contributor,44,38,
What's your best LB without the leak?,Shujian Liu,master,813,733,XyW,contributor,23,20,
Time Series,Henri Pais,novice,2,1,Henri Pais,novice,2,1,
Was local val score a good metric to follow?,Bilal ML,expert,111,60,Suchith ,expert,278,256,
Looking for a team!,Nayib Vargas,novice,6,5,Bhargavi.P,novice,1,1,
How to decide Output from train data,Divya ,novice,2,1,AmardeepGanguly,novice,1,1,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Abhishek,grandmaster,1294,1123,
Different distribution labels on test set?,Joop,novice,19,18,Joop,novice,19,18,
Would you consider Kaggle ranking as a professional experience in the resume?,Masum Rumi,expert,138,135,inversion,staff,1698,1555,
the difference between amateurs and professionals models,Michae leo,novice,4,2,Silva,contributor,3,1,
"Explained variance ratio" ?,Leigh,expert,37,34,Arun Bhuta,novice,35,32,
Any success with outlier detection?,robwec,novice,15,13,Liam Roberts,contributor,5,5,
13th place solution,Canming Wang,contributor,13,12,Dmitry V.Gluzdov,contributor,2,2,
Don't you have a life?,Arigion,expert,17,14,Janio Martinez Bachmann,master,937,916,
24th place solution,interneuron,master,349,343,YaGana Sheriff-Hussaini,expert,1535,1485,
Distribution of Time Between Earthquakes,Athanaric,novice,1,0,Peter,expert,80,73,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Heads or Tails,grandmaster,1127,1110,
RAM,Amit Srivastava,contributor,18,15,Mob 1000%,contributor,1,1,
Is there any way to convert the grid of layout to meter degree?,Changhyun Lee,contributor,3,2,Mehdi Mohammadi,contributor,6,6,
Synthetic Whale Tail Dataset,wise,novice,13,12,YourVenn,master,194,179,
Handling missing data,Madhu,novice,1,0,Vibhor Jain,expert,188,187,
What's your best LB without the leak?,Shujian Liu,master,813,733,Noisefield,contributor,19,18,
"Scrum of Retrospective" whats your take on this ?,Chintankumar Upadhyay,contributor,7,2,Alex Hilton,contributor,25,19,
Was local val score a good metric to follow?,Bilal ML,expert,111,60,Wenrui Kong,expert,9,7,
Looking for a team!,Nayib Vargas,novice,6,5,Akshat katiyar,contributor,2,2,
Dealing with New Values/Unseen Value in Test Dataset,Vinayak Tyagi,contributor,15,11,Chris Deotte,master,1403,1382,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Matthew Chatham,contributor,85,78,
Different distribution labels on test set?,Joop,novice,19,18,sin2pi ,contributor,4,4,
Would you consider Kaggle ranking as a professional experience in the resume?,Masum Rumi,expert,138,135,Mehul Gupta,contributor,100,57,
the difference between amateurs and professionals models,Michae leo,novice,4,2,Pritesh Shrivastava,contributor,109,107,
 Doubts about uploading my work,Edu Maldo,contributor,9,6,nhlr,expert,147,131,
Any success with outlier detection?,robwec,novice,15,13,LongYin,expert,514,498,
3rd place kernel,Guanshuo Xu,grandmaster,134,124,Akhilesh Rai,expert,8,7,
Don't you have a life?,Arigion,expert,17,14,Shrey,novice,6,4,
24th place solution,interneuron,master,349,343,Karthik Tsaliki,expert,101,94,
CV/LB Scores,Aditya Vyas,expert,302,277,Chanchal Kumar Maji,contributor,33,30,
A Comprehensive list for ML and DL resources.,Ashirwad,contributor,23,20,Ahmed Kamel Taha,contributor,2,2,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Myles O'Neill,staff,529,521,
RAM,Amit Srivastava,contributor,18,15,react117,contributor,1,1,
Unable to login with Google Chrome,bric,contributor,11,7,Mike DeLong,contributor,20,19,
Synthetic Whale Tail Dataset,wise,novice,13,12,Anton Pimenov ,contributor,4,4,
Handling missing data,Madhu,novice,1,0,Ranjan Kumar Jha,contributor,3,2,
What's your best LB without the leak?,Shujian Liu,master,813,733,Mikhail Tikhomirov,contributor,6,6,
My status,Shahriyar,contributor,8,6,Luca Basanisi,expert,328,310,
Cant upload datasets on kernel,haider ali,contributor,3,1,Sam Harris,staff,66,65,
Looking for a team!,Nayib Vargas,novice,6,5,Nayib Vargas,novice,6,5,
Dealing with New Values/Unseen Value in Test Dataset,Vinayak Tyagi,contributor,15,11,Tilii,grandmaster,1399,1311,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Aditya Soni,expert,826,808,
Would you consider Kaggle ranking as a professional experience in the resume?,Masum Rumi,expert,138,135,Alec Kulakowski,expert,230,229,
Filtering features,Saisree GR,novice,6,3,sl02,novice,61,60,
Same score,viva,contributor,11,6,Tapioca J,expert,29,29,
Any success with outlier detection?,robwec,novice,15,13,George Okromchedlishvili,expert,54,48,
3rd place kernel,Guanshuo Xu,grandmaster,134,124,Xingchen Fu,contributor,12,12,
Don't you have a life?,Arigion,expert,17,14,Rob Rose,contributor,52,45,
24th place solution,interneuron,master,349,343,interneuron,master,349,343,
Insights from a image classification competition shared by Grandmaster,Aman.cyberia,expert,80,53,YiWu,novice,2,1,
CV/LB Scores,Aditya Vyas,expert,302,277,Zach,grandmaster,757,685,
my GAN idea,Heng CherKeng,grandmaster,1892,1650,Heng CherKeng,grandmaster,1892,1650,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Shivam Bansal,grandmaster,620,599,
RAM,Amit Srivastava,contributor,18,15,Prabhuling Sangappa,novice,1,1,
Here is how you can explore model's predictions,Haider Alwasiti,contributor,119,118,student,expert,12,11,
Synthetic Whale Tail Dataset,wise,novice,13,12,Paul Johnson,contributor,44,38,
Object detection,Subrajit Gupta,novice,2,1,Vibhor Jain,expert,188,187,
What's your best LB without the leak?,Shujian Liu,master,813,733,Mikhail Tikhomirov,contributor,6,6,
Other type of models,Manoj,expert,325,269,Mr Loke,contributor,67,55,
Cant upload datasets on kernel,haider ali,contributor,3,1,Ashwini,novice,6,4,
Looking for a team!,Nayib Vargas,novice,6,5,Parvez,contributor,7,4,
Dealing with New Values/Unseen Value in Test Dataset,Vinayak Tyagi,contributor,15,11,CPMP,grandmaster,4678,4447,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Mormukutchaudhary,contributor,9,9,
How to navigate replies in discussion comments?,Yang Zhang,contributor,25,21,Alec Kulakowski,expert,230,229,
Filtering features,Saisree GR,novice,6,3,Achyuth Reddy,novice,2,2,
Same score,viva,contributor,11,6,Vadim Nareyko,expert,153,145,
3rd place kernel,Guanshuo Xu,grandmaster,134,124,JM100,contributor,115,97,
Don't you have a life?,Arigion,expert,17,14,Andrew Lukyanenko,grandmaster,757,740,
24th place solution,interneuron,master,349,343,Haider Alwasiti,contributor,119,118,
Local Validation Set,Meow!,novice,3,1,Seymour,contributor,31,30,
What are the widely accepted methodologies for managing machine learning or data science related projects ?,Chintankumar Upadhyay,contributor,7,2,Mathan,contributor,62,59,
my GAN idea,Heng CherKeng,grandmaster,1892,1650,Heng CherKeng,grandmaster,1892,1650,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Erik Bruin,master,735,720,
Why does submit probabilities work?,Chuanle Dou,expert,20,17,lewis,expert,156,149,
Here is how you can explore model's predictions,Haider Alwasiti,contributor,119,118,Haider Alwasiti,contributor,119,118,
Synthetic Whale Tail Dataset,wise,novice,13,12,Paul Johnson,contributor,44,38,
Object detection,Subrajit Gupta,novice,2,1,Subrajit Gupta,novice,2,1,
What's your best LB without the leak?,Shujian Liu,master,813,733,AshishSinha,contributor,35,29,
Other type of models,Manoj,expert,325,269,SubikashPal,expert,143,133,
Cant upload datasets on kernel,haider ali,contributor,3,1,Mayukh Bhattacharyya,contributor,7,3,
Looking for a team!,Nayib Vargas,novice,6,5,Marcus Larsson,novice,5,4,
there is no Rating column in the test data,how do i get it?,sai tharun,novice,37,30,Vineeth C M,novice,6,5,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Wesley André Bortolozo Júnior,contributor,20,17,
How to navigate replies in discussion comments?,Yang Zhang,contributor,25,21,Paul Mooney,staff,1057,1022,
Filtering features,Saisree GR,novice,6,3,sarthak mathur,novice,5,4,
Same score,viva,contributor,11,6,markmipt,novice,19,17,
3rd place kernel,Guanshuo Xu,grandmaster,134,124,Psi,expert,231,227,
Don't you have a life?,Arigion,expert,17,14,Gabriel Preda,master,736,690,
24th place solution,interneuron,master,349,343,JM100,contributor,115,97,
Here are some useful links to refer...,Karthik Tsaliki,expert,101,94,HongCheng,novice,10,9,
Insights from a image classification competition shared by Grandmaster,Aman.cyberia,expert,80,53,YRVis,novice,1,1,
Feature Engineering Methods,KraLMachine,expert,388,371,Vibhor Jain,expert,188,187,
ROC AUC with weights,CPMP,grandmaster,4678,4447,NikhilMishra,expert,135,120,
ValueError: could not convert string to float,Mandar Deosthali,novice,2,1,sukesh kamath,novice,1,1,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,Sanyam Bhutani,expert,123,115,
Does anyone try to use the description for prediction? Is there any help?,Cao Anh Quan,contributor,5,4,Amit Steinberg,expert,36,35,
Here is how you can explore model's predictions,Haider Alwasiti,contributor,119,118,interneuron,master,349,343,
Synthetic Whale Tail Dataset,wise,novice,13,12,fangzl,novice,1,1,
Doubts on use of CNN for geoscience attributes identification.,Flavio Mesquita,novice,4,2,Simon,contributor,11,11,
What's your best LB without the leak?,Shujian Liu,master,813,733,Frank Schilder,expert,26,22,
Other type of models,Manoj,expert,325,269,Murat Korkmaz,expert,67,63,
First rescore complete,William Cukierski,staff,2191,1960,Ahmet Erdem,master,210,189,
Looking for a team!,Nayib Vargas,novice,6,5,Shuhei Nishida,novice,1,1,
there is no Rating column in the test data,how do i get it?,sai tharun,novice,37,30,Vineeth C M,novice,6,5,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Kain,master,140,137,
Feedback on my submission?,Lauren M. Kaplan, PhD,novice,5,4,Amine Chakhchoukh,contributor,1,1,
Filtering features,Saisree GR,novice,6,3,sarthak mathur,novice,5,4,
Same score,viva,contributor,11,6,charlie_s,novice,98,94,
3rd place kernel,Guanshuo Xu,grandmaster,134,124,Chin Ee Kin,expert,88,77,
Don't you have a life?,Arigion,expert,17,14,lishuai,novice,8,6,
4th Place Solution: SIFT + Siamese,David,grandmaster,55,50,Miha Skalic,master,141,128,
single model - 3.52 ( No CV) on local machine - But LB -3.75,saikumar allaka,novice,50,34,Aleksandr Kosolapov,novice,26,25,
Can we use pre-trained models?,lizzzi1,expert,25,22,Alex Eapen,contributor,8,8,
Optimizing for Long-Tailed Dataset,A.L.,master,304,264,Bartek,expert,76,75,
Any difference in CV of your pytorch kernel with Stage2 data?,YaGana Sheriff-Hussaini,expert,1535,1485,Rahul Agarwal,expert,125,108,
ROC AUC with weights,CPMP,grandmaster,4678,4447,CoreyLevinson,master,641,611,
ValueError: could not convert string to float,Mandar Deosthali,novice,2,1,Vadim,novice,1,1,
Gamification Of Kernels Is Discouraging,Shahebaz,master,481,431,DenisVorotyntsev,expert,54,48,
Does anyone try to use the description for prediction? Is there any help?,Cao Anh Quan,contributor,5,4,信陵君魏无忌,novice,12,11,
Here is how you can explore model's predictions,Haider Alwasiti,contributor,119,118,Haider Alwasiti,contributor,119,118,
Synthetic Whale Tail Dataset,wise,novice,13,12,Heng CherKeng,grandmaster,1892,1650,
what use is the train and test parquet?,Richie,novice,4,3,Kim,contributor,23,19,
What's your best LB without the leak?,Shujian Liu,master,813,733,Ram Ramrakhya,expert,78,65,
Other type of models,Manoj,expert,325,269,robwec,novice,15,13,
First rescore complete,William Cukierski,staff,2191,1960,William Cukierski,staff,2191,1960,
Looking for a team!,Nayib Vargas,novice,6,5,tpmeli,contributor,41,37,
there is no Rating column in the test data,how do i get it?,sai tharun,novice,37,30,Sherfudeen,novice,3,3,
A (general) framework for competitions,Abhishek,grandmaster,1294,1123,Aditya Soni,expert,826,808,
Feedback on my submission?,Lauren M. Kaplan, PhD,novice,5,4,Ruud Koot,contributor,1,1,
Filtering features,Saisree GR,novice,6,3,Shravan,contributor,39,36,
Same score,viva,contributor,11,6,Roberto Spadim,expert,456,439,
3rd place kernel,Guanshuo Xu,grandmaster,134,124,Dilapsky Lee,expert,65,58,
Don't you have a life?,Arigion,expert,17,14,EBEALEX,novice,2,1,
4th Place Solution: SIFT + Siamese,David,grandmaster,55,50,Giba,grandmaster,606,573,
