帖子名称,发帖人ID,发帖人progression,发帖时间,发帖人competition名次,Total Posts,Comments,Topics,Net Votes,所在地,注册时间,followers,following,回帖人ID,回帖人progression,回帖时间,回帖人competition名次,Total Posts,Comments,Topics,Net Votes,所在地,注册时间,followers,following
magic,user_dubai,novice,2019-04-10T13:59:34.123Z,5276,3,1,2,-19,-,2018-12-21T01:14:49.537Z,0,0,CPMP,grandmaster,2019-04-10T17:43:47.41Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Yunpeng Cai,novice,2019-04-08T12:58:26.633Z,100,24,23,1,12,Aarhus-Denmark,2018-12-31T23:16:22.25Z,1,0
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,Giulio O.,contributor,2019-04-07T15:31:11.113Z,2408,4,3,1,11,Rome-Italy,2014-07-31T07:25:02.977Z,0,3
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,Jiwei Liu,grandmaster,2019-04-04T17:20:09.177Z,17,1126,1010,116,2986,Pittsburgh-United States,2013-05-09T03:27:56.19Z,788,68
Variable Interactions as a result of 400 seperate models,Haydar Ozler,contributor,2019-04-06T20:29:29.61Z,2712,24,18,6,28,İstanbul-Türkiye,2017-10-14T17:03:30.203Z,7,2,Ilya Khristoforov,expert,2019-04-07T03:17:06.363Z,1072,322,301,21,232,-Russian Federation,2012-08-14T17:04:39.46Z,15,44
Sacrifices for the Santander: Whatever it takes,tarick.morty,contributor,2019-04-09T06:01:55.03Z,588,10,8,2,3,Kharagpur-India,2017-09-01T13:28:55.767Z,0,0,Ilya Chernov,contributor,2019-04-09T12:40:56.717Z,86,34,33,1,32,Moscow-Russia,2018-02-14T12:13:02.62Z,5,13
Awesome thing on Interpretability,Manoj,expert,2019-04-05T15:21:00.953Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Kutsal Baran Özkurt,contributor,2019-04-05T15:25:35.897Z,2968,4,4,0,2,Izmir-Turkey,2017-10-23T15:24:56.84Z,1,8
"Not Magic, But Motivation Is All We Need",Shahebaz,master,2019-04-04T13:57:50.007Z,146,481,431,50,1341,Hyderabad-India,2017-07-08T15:47:54.99Z,258,12,Jiwei Liu,grandmaster,2019-04-04T16:56:30.127Z,17,1126,1010,116,2986,Pittsburgh-United States,2013-05-09T03:27:56.19Z,788,68
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,Yassine Alouini,expert,2019-04-06T20:36:22.46Z,818,205,178,27,251,"Bordeaux, France-France",2014-03-10T07:49:31.513Z,24,105
"Less is more, more is less",Attosecond,master,2019-04-08T22:19:50.387Z,96,141,128,13,145,London-UK,2016-02-16T11:18:06.993Z,61,2,Ilya Khristoforov,expert,2019-04-09T08:13:08.63Z,1072,322,301,21,232,-Russian Federation,2012-08-14T17:04:39.46Z,15,44
Team The ZOO - Truly Inspiring.,Balaji SR,expert,2019-04-05T13:25:42.54Z,,37,34,3,45,Chennai-India,2015-04-02T11:15:22.277Z,4,0,Jiwei Liu,grandmaster,2019-04-05T13:28:45.28Z,17,1126,1010,116,2986,Pittsburgh-United States,2013-05-09T03:27:56.19Z,788,68
magic,user_dubai,novice,2019-04-10T13:59:34.123Z,5276,3,1,2,-19,-,2018-12-21T01:14:49.537Z,0,0,TK,contributor,2019-04-10T17:41:44.953Z,266,31,27,4,42,Santa Clara-USA,2017-04-22T04:06:03.627Z,2,5
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,chizhu,master,2019-04-08T12:42:39.113Z,37,68,61,7,122,Chongqing-China,2018-02-02T09:10:04.77Z,100,49
How many times we can submit until the deadline?,Timmmmmms,contributor,2019-04-10T01:00:42.503Z,1873,92,87,5,37,Guangzhou-China,2018-12-27T12:57:41.37Z,0,6,Jiwei Liu,grandmaster,2019-04-10T01:05:29.423Z,17,1126,1010,116,2986,Pittsburgh-United States,2013-05-09T03:27:56.19Z,788,68
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,timetraveller,contributor,2019-03-30T14:15:04.033Z,258,26,26,0,41,Delhi-India,2018-09-11T19:09:35.793Z,1,6
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Bojan Tunguz,grandmaster,2019-04-16T16:53:59.63Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396
Did I find the magic?,Ilu,expert,2019-04-05T11:27:47.003Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1,CPMP,grandmaster,2019-04-05T12:56:46.74Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
Question about santander's data transformation,Felipe Mello,expert,2019-04-09T13:53:17.377Z,70,141,131,10,292,Philadelphia-USA,2019-01-09T21:03:18.01Z,41,11,Mohd Shadab Alam,master,2019-04-09T14:20:36.527Z,4460,173,136,37,229,-India,2013-12-20T21:00:51.647Z,19,5
How does final submission work,Samuel Wilson,contributor,2019-04-10T18:36:10.037Z,218,31,25,6,31,Richmond-United States,2017-10-03T18:42:11.5Z,2,1,TK,contributor,2019-04-10T18:40:10.677Z,266,31,27,4,42,Santa Clara-USA,2017-04-22T04:06:03.627Z,2,5
Tipps for selecting the final submission,Dieter,master,2019-04-06T09:28:06.653Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9,Abhishek,grandmaster,2019-04-06T09:54:53.66Z,84,1399,1217,182,3545,Stavanger-Norway,2011-01-12T03:44:52Z,1451,0
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,CPMP,grandmaster,2019-04-04T18:00:21.047Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
Variable Interactions as a result of 400 seperate models,Haydar Ozler,contributor,2019-04-06T20:29:29.61Z,2712,24,18,6,28,İstanbul-Türkiye,2017-10-14T17:03:30.203Z,7,2,Mr Loke,contributor,2019-04-07T09:51:36.993Z,1523,71,58,13,50,Kuala Lumpur-Malaysia,2018-06-11T15:59:12.72Z,0,0
Sacrifices for the Santander: Whatever it takes,tarick.morty,contributor,2019-04-09T06:01:55.03Z,588,10,8,2,3,Kharagpur-India,2017-09-01T13:28:55.767Z,0,0,yashish,novice,2019-04-09T11:26:14.893Z,910,3,2,1,1,-,2018-08-15T11:16:50.773Z,0,0
Awesome thing on Interpretability,Manoj,expert,2019-04-05T15:21:00.953Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,MKotarba,contributor,2019-04-05T15:23:25.137Z,1493,19,19,0,108,Kraków-Poland,2017-10-25T11:23:56.957Z,0,10
"Not Magic, But Motivation Is All We Need",Shahebaz,master,2019-04-04T13:57:50.007Z,146,481,431,50,1341,Hyderabad-India,2017-07-08T15:47:54.99Z,258,12,Sreedevi Sasidharan ,novice,2019-04-04T16:05:37.95Z,4517,31,31,0,23,Farmington Hills-USA,2016-10-31T03:59:22.637Z,0,43
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,Kamal Chhirang,expert,2019-04-06T15:00:06.623Z,1353,155,136,19,256,Jaipur-India,2018-08-14T12:44:01.867Z,31,13
"Less is more, more is less",Attosecond,master,2019-04-08T22:19:50.387Z,96,141,128,13,145,London-UK,2016-02-16T11:18:06.993Z,61,2,Liu123,expert,2019-04-09T08:28:57.33Z,199,28,24,4,16,Changsha-China,2018-03-08T05:04:11.607Z,3,10
magic,user_dubai,novice,2019-04-10T13:59:34.123Z,5276,3,1,2,-19,-,2018-12-21T01:14:49.537Z,0,0,Oleg Knaub,contributor,2019-04-10T14:04:55.22Z,43,29,27,2,60,Amberg-Germany,2019-01-27T15:15:10.567Z,4,6
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Jiwei Liu,grandmaster,2019-04-08T15:31:18.003Z,17,1126,1010,116,2986,Pittsburgh-United States,2013-05-09T03:27:56.19Z,788,68
How many times we can submit until the deadline?,Timmmmmms,contributor,2019-04-10T01:00:42.503Z,1873,92,87,5,37,Guangzhou-China,2018-12-27T12:57:41.37Z,0,6,E.Y,expert,2019-04-10T01:05:59.747Z,127,34,32,2,45,Sydney-Australia,2017-10-17T05:07:37.837Z,1,26
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,CPMP,grandmaster,2019-03-29T09:46:29.443Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,interneuron,master,2019-04-16T17:42:25.103Z,3,374,368,6,506,Austin-USA,2018-05-11T23:57:31.42Z,30,0
Did I find the magic?,Ilu,expert,2019-04-05T11:27:47.003Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1,Daniel Möller,expert,2019-04-05T15:01:35.233Z,3831,588,554,34,598,Rio de Janeiro-Brazil,2017-04-28T19:01:17.173Z,11,1
Question about santander's data transformation,Felipe Mello,expert,2019-04-09T13:53:17.377Z,70,141,131,10,292,Philadelphia-USA,2019-01-09T21:03:18.01Z,41,11,Alexey Pronin,expert,2019-04-09T13:59:21.583Z,51,124,122,2,192,Pella-United States,2017-11-30T21:53:31.257Z,16,1
Tipps for selecting the final submission,Dieter,master,2019-04-06T09:28:06.653Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9,Kun Hao Yeh,master,2019-04-06T12:46:22.66Z,5,117,112,5,223,新竹市-台灣,2017-09-13T09:56:52.303Z,99,17
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,robwec,novice,2019-04-05T11:56:04.88Z,4621,15,13,2,29,-,2019-02-03T23:15:32.05Z,0,0
Variable Interactions as a result of 400 seperate models,Haydar Ozler,contributor,2019-04-06T20:29:29.61Z,2712,24,18,6,28,İstanbul-Türkiye,2017-10-14T17:03:30.203Z,7,2,Maximiliano,contributor,2019-04-07T19:07:53.987Z,119,13,13,0,2,Buenos Aires-Argentina,2018-08-01T14:30:16.06Z,1,5
Sacrifices for the Santander: Whatever it takes,tarick.morty,contributor,2019-04-09T06:01:55.03Z,588,10,8,2,3,Kharagpur-India,2017-09-01T13:28:55.767Z,0,0,Georgios Sarantitis,expert,2019-04-09T13:03:20.96Z,1232,142,130,12,175,Αθήνα-Ελλάδα,2016-02-26T16:42:58.353Z,25,8
"Not Magic, But Motivation Is All We Need",Shahebaz,master,2019-04-04T13:57:50.007Z,146,481,431,50,1341,Hyderabad-India,2017-07-08T15:47:54.99Z,258,12,AmanKapoor,expert,2019-04-04T18:01:45.623Z,146,75,66,9,51,Delhi-India,2015-10-28T19:29:39.767Z,38,80
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,JM100,expert,2019-04-06T14:16:08.737Z,1501,160,131,29,199,Fes-Morocco,2018-09-11T15:26:46.917Z,8,43
"Less is more, more is less",Attosecond,master,2019-04-08T22:19:50.387Z,96,141,128,13,145,London-UK,2016-02-16T11:18:06.993Z,61,2,MKotarba,contributor,2019-04-09T15:21:54.807Z,1493,19,19,0,108,Kraków-Poland,2017-10-25T11:23:56.957Z,0,10
magic,user_dubai,novice,2019-04-10T13:59:34.123Z,5276,3,1,2,-19,-,2018-12-21T01:14:49.537Z,0,0,Yunpeng Cai,novice,2019-04-10T16:28:49.683Z,100,24,23,1,12,Aarhus-Denmark,2018-12-31T23:16:22.25Z,1,0
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,timetraveller,contributor,2019-04-08T15:27:18.41Z,258,26,26,0,41,Delhi-India,2018-09-11T19:09:35.793Z,1,6
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,interneuron,master,2019-03-29T04:44:38.913Z,3,374,368,6,506,Austin-USA,2018-05-11T23:57:31.42Z,30,0
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Bojan Tunguz,grandmaster,2019-03-13T13:25:55.51Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396
Did I find the magic?,Ilu,expert,2019-04-05T11:27:47.003Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1,George Okromchedlishvili,expert,2019-04-05T12:22:32.32Z,183,67,59,8,76,Moscow-Russia,2018-12-27T14:58:41.313Z,4,3
Choosing best submission with kfolds variance,Samuel Wilson,contributor,2019-04-09T22:15:22.267Z,218,31,25,6,31,Richmond-United States,2017-10-03T18:42:11.5Z,2,1,Tilii,grandmaster,2019-04-09T22:31:42.057Z,2952,1445,1352,93,5021,-USA,2016-03-06T08:29:19.203Z,521,0
It's Deadline Day and Kaggle is offline,bubblride,contributor,2019-04-10T00:56:43.437Z,6887,59,56,3,26,Osaka-Japan,2018-05-18T17:20:12.563Z,2,9,Giba,grandmaster,2019-04-10T01:11:58.697Z,7,632,598,34,4022,Curitiba-Brazil,2012-08-23T17:26:51.11Z,6020,23
Just never give up.  Not sure is the magic. ,Xu,contributor,2019-04-09T05:19:29.513Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,emoji,contributor,2019-04-09T06:08:22.09Z,288,20,19,1,10,Beijing-China,2018-06-21T08:44:42.407Z,1,2
"How to win, even if you lose...",Kruegger,master,2019-04-07T05:47:38.847Z,1309,159,145,14,554,Moscow-Russia,2014-06-14T19:36:01.06Z,44,0,YaGana Sheriff-Hussaini,expert,2019-04-07T06:12:29.99Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11
My Story-140th place,Murat Korkmaz,expert,2019-04-11T01:20:03.753Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,Chris Deotte,master,2019-04-11T01:25:31.253Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
"Is it really ""correct"" to include information from the test data for training?",Bosco Yung,expert,2019-04-11T08:11:55.473Z,360,7,5,2,11,Hong Kong-,2017-06-29T21:15:47.957Z,0,6,Chris Deotte,master,2019-04-11T08:25:59.633Z,50,1707,1676,31,4649,San Diego-USA,2018-03-14T22:51:30.63Z,747,0
Make plan for system outage before deadline,Yifan Xie,master,2019-04-09T07:18:12.477Z,15,440,411,29,1378,Bristol-GB,2013-12-19T12:19:19.207Z,374,50,Giba,grandmaster,2019-04-09T18:46:07.97Z,7,632,598,34,4022,Curitiba-Brazil,2012-08-23T17:26:51.11Z,6020,23
Tipps for selecting the final submission,Dieter,master,2019-04-06T09:28:06.653Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9,Oleg Knaub,contributor,2019-04-06T09:58:24.38Z,43,29,27,2,60,Amberg-Germany,2019-01-27T15:15:10.567Z,4,6
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,Dalton Hall,expert,2019-04-04T20:57:46.703Z,119,99,95,4,346,Baton Rouge-USA,2018-06-17T16:34:58.317Z,10,3
Sacrifices for the Santander: Whatever it takes,tarick.morty,contributor,2019-04-09T06:01:55.03Z,588,10,8,2,3,Kharagpur-India,2017-09-01T13:28:55.767Z,0,0,Daniel Möller,expert,2019-04-09T14:36:48.377Z,3831,588,554,34,598,Rio de Janeiro-Brazil,2017-04-28T19:01:17.173Z,11,1
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,CPMP,grandmaster,2019-04-08T07:09:07.917Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
magic,user_dubai,novice,2019-04-10T13:59:34.123Z,5276,3,1,2,-19,-,2018-12-21T01:14:49.537Z,0,0,user_dubai,novice,2019-04-11T06:27:47.16Z,5276,3,1,2,-19,-,2018-12-21T01:14:49.537Z,0,0
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Giba,grandmaster,2019-04-08T14:10:02.64Z,7,632,598,34,4022,Curitiba-Brazil,2012-08-23T17:26:51.11Z,6020,23
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,Indranil Bhattacharya,expert,2019-03-29T15:06:05.523Z,2319,181,166,15,252,Amsterdam-Netherlands,2015-08-28T09:30:42.207Z,24,12
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Peter Hurford,master,2019-03-13T01:23:51.24Z,,498,474,24,1298,Redwood City-USA,2014-05-08T02:31:35.717Z,125,25
Did I find the magic?,Ilu,expert,2019-04-05T11:27:47.003Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1,Strideradu,master,2019-04-05T18:29:18.557Z,20,359,327,32,367,East Lansing-USA,2015-05-12T04:15:16.467Z,59,42
It's Deadline Day and Kaggle is offline,bubblride,contributor,2019-04-10T00:56:43.437Z,6887,59,56,3,26,Osaka-Japan,2018-05-18T17:20:12.563Z,2,9,John,contributor,2019-04-10T01:12:58.58Z,1268,1,1,0,1,Washington-USA,2018-10-02T22:03:41.933Z,1,8
Just never give up.  Not sure is the magic. ,Xu,contributor,2019-04-09T05:19:29.513Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,Ilya Khristoforov,expert,2019-04-09T06:11:20.93Z,1072,322,301,21,232,-Russian Federation,2012-08-14T17:04:39.46Z,15,44
My Story-140th place,Murat Korkmaz,expert,2019-04-11T01:20:03.753Z,140,69,65,4,107,Istanbul-Turkey,2018-04-28T23:19:58.793Z,5,27,Icfstat,expert,2019-04-11T01:23:55.123Z,55,18,18,0,32,-PE,2013-05-05T05:59:45.043Z,38,29
"Is it really ""correct"" to include information from the test data for training?",Bosco Yung,expert,2019-04-11T08:11:55.473Z,360,7,5,2,11,Hong Kong-,2017-06-29T21:15:47.957Z,0,6,Eric Freeman,contributor,2019-04-11T13:58:13.657Z,1755,30,28,2,50,Boston-USA,2014-01-14T21:59:46.357Z,0,4
Make plan for system outage before deadline,Yifan Xie,master,2019-04-09T07:18:12.477Z,15,440,411,29,1378,Bristol-GB,2013-12-19T12:19:19.207Z,374,50,Kain,master,2019-04-10T14:17:31.027Z,97,149,145,4,270,Munich-Germany,2018-02-22T06:07:04.937Z,24,28
Tipps for selecting the final submission,Dieter,master,2019-04-06T09:28:06.653Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9,CPMP,grandmaster,2019-04-07T06:04:34.58Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,Daniel Möller,expert,2019-04-04T19:46:55.46Z,3831,588,554,34,598,Rio de Janeiro-Brazil,2017-04-28T19:01:17.173Z,11,1
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,A.L.,master,2019-04-07T13:38:44.39Z,24,326,279,47,504,Pittsburgh-USA,2017-10-12T20:10:30.413Z,169,111
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,CPMP,grandmaster,2019-04-08T13:28:46.08Z,15,5018,4781,237,12235,-France,2012-12-16T12:03:05.527Z,2106,0
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,Joe Ho,expert,2019-03-29T22:13:23.653Z,181,94,92,2,49,Hong Kong-,2018-02-04T08:51:14.71Z,1,0
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,Dieter,master,2019-03-13T04:27:32.683Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9
Did I find the magic?,Ilu,expert,2019-04-05T11:27:47.003Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1,J MA,expert,2019-04-05T15:49:37.697Z,321,216,176,40,127,Utrecht-Netherlands,2017-06-11T15:56:20.07Z,11,9
It's Deadline Day and Kaggle is offline,bubblride,contributor,2019-04-10T00:56:43.437Z,6887,59,56,3,26,Osaka-Japan,2018-05-18T17:20:12.563Z,2,9,bubblride,contributor,2019-04-10T01:18:12.44Z,6887,59,56,3,26,Osaka-Japan,2018-05-18T17:20:12.563Z,2,9
Just never give up.  Not sure is the magic. ,Xu,contributor,2019-04-09T05:19:29.513Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,Yizhi,expert,2019-04-09T06:12:34.577Z,114,17,17,0,5,-China,2016-04-22T10:54:18.91Z,1,0
"Is it really ""correct"" to include information from the test data for training?",Bosco Yung,expert,2019-04-11T08:11:55.473Z,360,7,5,2,11,Hong Kong-,2017-06-29T21:15:47.957Z,0,6,Rahul,novice,2019-04-11T08:36:21.25Z,,5,4,1,3,-China,2014-10-29T05:38:20.063Z,0,2
Make plan for system outage before deadline,Yifan Xie,master,2019-04-09T07:18:12.477Z,15,440,411,29,1378,Bristol-GB,2013-12-19T12:19:19.207Z,374,50,YaGana Sheriff-Hussaini,expert,2019-04-10T00:58:43.18Z,638,1592,1540,52,1030,-United States,2017-02-05T02:13:28.57Z,49,11
Tipps for selecting the final submission,Dieter,master,2019-04-06T09:28:06.653Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9,Ilu,expert,2019-04-06T11:41:20.997Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,MichaelP,master,2019-04-04T19:24:29.69Z,915,224,212,12,409,-,2016-01-21T21:12:47.087Z,26,34
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,Daniel Möller,expert,2019-04-06T14:03:13.063Z,3831,588,554,34,598,Rio de Janeiro-Brazil,2017-04-28T19:01:17.173Z,11,1
Is magic has been harnessed optimally ?,Manoj,expert,2019-04-08T12:38:31.01Z,732,356,295,61,464,Jajpur-India,2016-11-22T13:49:44.363Z,18,85,Balaji SR,expert,2019-04-08T13:23:04.29Z,,37,34,3,45,Chennai-India,2015-04-02T11:15:22.277Z,4,0
XX Model is capable of XX,Xu,contributor,2019-03-29T03:05:27.02Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,CeyerWakilpoor,novice,2019-04-02T18:45:34.287Z,8721,1,1,0,0,-United States,2017-02-22T20:15:07.803Z,0,0
autumn4577 and autumn45777,Bojan Tunguz,grandmaster,2019-03-13T01:21:43.18Z,102,1036,931,105,4530,Mountain View-USA,2015-09-11T21:32:16.517Z,2930,396,AmirH,expert,2019-03-13T17:33:18.493Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1
Did I find the magic?,Ilu,expert,2019-04-05T11:27:47.003Z,58,255,249,6,394,Aachen-Germany,2019-01-05T19:17:10.167Z,11,1,Zhang Xiaodong,novice,2019-04-05T11:35:25.067Z,931,21,21,0,11,Shanghai-China,2018-10-11T06:55:04.857Z,0,2
Just never give up.  Not sure is the magic. ,Xu,contributor,2019-04-09T05:19:29.513Z,,10,7,3,110,Chiyoda-Japan,2015-05-07T01:30:19.44Z,3,9,yashish,novice,2019-04-09T11:27:28.777Z,910,3,2,1,1,-,2018-08-15T11:16:50.773Z,0,0
Make plan for system outage before deadline,Yifan Xie,master,2019-04-09T07:18:12.477Z,15,440,411,29,1378,Bristol-GB,2013-12-19T12:19:19.207Z,374,50,X8X8D3N9,expert,2019-04-09T17:15:52.163Z,107,44,41,3,18,Tallahassee-USA,2017-11-01T03:33:59.867Z,3,8
Tipps for selecting the final submission,Dieter,master,2019-04-06T09:28:06.653Z,13,456,418,38,1665,München-Deutschland,2017-11-17T06:39:22.317Z,511,9,RunningZ,expert,2019-04-06T16:45:46.633Z,,108,97,11,184,Beijing-China,2015-09-26T05:15:12.567Z,16,32
4 things I will remember from this competition ,AmirH,expert,2019-04-04T17:15:11.663Z,47,316,278,38,738,Even Yehuda-Israel,2018-03-06T21:10:11.613Z,30,1,AmanKapoor,expert,2019-04-04T17:59:18.58Z,146,75,66,9,51,Delhi-India,2015-10-28T19:29:39.767Z,38,80
What Competition you will do next?,YonglinZhu,contributor,2019-04-06T13:53:50.293Z,410,17,12,5,21,Raleigh-USA,2016-10-11T04:32:47.34Z,1,14,Fredrik Jonsson,expert,2019-04-06T17:33:30.127Z,41,265,260,5,708,Umeå-Sverige,2016-07-15T13:03:26.56Z,32,0
